HPO编号	名称(英文)	名称(中文)	定义(英文)	定义(中文)
HP:0100520	Oliguria	少尿症	Low output of urine, clinically classified as an output below 300-500ml/day.	校对中...
HP:0100521	Neoplasm of the thymus	胸腺肿瘤	A tumor (abnormal growth of tissue) of the thymus.	校对中...
HP:0100522	Thymoma	胸腺瘤	A tumor originating from the epithelial cells of the thymus.	校对中...
HP:0100523	Liver abscess	肝脓肿	The presence of an abscess of the liver.	校对中...
HP:0100524	Limb duplication	肢体重复	Congenital duplication of all or part of a limb.	校对中...
HP:0100525	Urachus fistula	脐尿管瘘	Persistence of the urachal canal with drainage of urine from the bladder through the persistent allantois canal to the umbilicus.	校对中...
HP:0100526	Neoplasm of the lung	肺部肿瘤	Tumor of the lung.	校对中...
HP:0100527	Neoplasia of the pleura	胸膜肿瘤		
HP:0100528	Pleuropulmonary blastoma	胸膜肺母细胞瘤	A rare cancer originating in the lung or pleural cavity that occurs most often in infants and young children but also has been reported in adults. Pleuropulmonary blastoma is regarded as malignant.	校对中...
HP:0100529	Abnormal blood phosphate concentration	磷酸盐稳态平衡异常	An abnormality of phosphate homeostasis or concentration in the body.	校对中...
HP:0100530	Abnormal calcium-phosphate regulating hormone level	磷酸盐和钙的调节激素异常	Any deviation from the normal concentration in the blood circulation of a hormone that is involved in the regulation of phosphate and calcium.	校对中...
HP:0100531	Wind-swept deformity of the knees	双膝同向侧弯	The appearance of abnormal valgus deformity in one knee in association with varus deformity in the other.	校对中...
HP:0100532	Scleritis	巩膜炎	Inflammation of the sclera.	校对中...
HP:0100533	Inflammatory abnormality of the eye	眼睛的炎性异常	Inflammation of the eye, parts of the eye or the periorbital region.	校对中...
HP:0100534	Episcleritis	巩膜外层炎	Inflammation of the episclera, a thin layer of tissue covering the white part (sclera) of the eye.	校对中...
HP:0100535	Tibiofibular diastasis	胫腓分离		
HP:0100536	Abnormality of the fascia	筋膜异常	An abnormality of fascia.	校对中...
HP:0100537	Fasciitis	筋膜炎	Inflammation of fascia, the tissue under the skin and over the muscle.	校对中...
HP:0100538	Abnormality of the supraorbital ridges	眶上嵴异常	An anomaly of the supraorbital portion of the frontal bones.	校对中...
HP:0100539	Periorbital edema	眶周水肿	Edema affecting the region situated around the orbit of the eye.	校对中...
HP:0100540	Palpebral edema	眼睑水肿	Edema in the region of the eyelids.	校对中...
HP:0100541	Femoral hernia	股疝	A hernia which occurs just below the inguinal ligament, where abdominal contents pass through a naturally occurring weakness called the femoral canal.	校对中...
HP:0100542	Abnormal localization of kidney	肾脏位置异常	An abnormal site of the kidney.	校对中...
HP:0100543	Cognitive impairment	认知功能损害	Abnormal cognition with deficits in thinking, reasoning, or remembering.	校对中...
HP:0100544	Neoplasm of the heart	心脏肿瘤	A tumor (abnormal growth of tissue) of the heart.	校对中...
HP:0100545	Arterial stenosis	动脉狭窄	Narrowing or constriction of the inner surface (lumen) of an artery.	校对中...
HP:0100546	Carotid artery stenosis	颈动脉狭窄	Narrowing of the carotid arteries.	校对中...
HP:0100547	Abnormality of forebrain morphology	前脑形态异常	An abnormality of the forebrain, which has as its parts the telencephalon, diencephalon, lateral ventricles and third ventricle.	校对中...
HP:0100548	Exstrophy	外翻	Eversion of a hollow organ and exposure, inside out, and protruded through the abdominal wall.	校对中...
HP:0100550	Tendon rupture	肌腱断裂	Breakage (tear) of a tendon.	校对中...
HP:0100551	Neoplasm of the trachea	气管肿瘤	A neoplasm of the trachea.	校对中...
HP:0100552	Neoplasm of the tracheobronchial system	气管支气管系统肿瘤		
HP:0100553	Hemihypertrophy of lower limb	下肢偏身肥大	Overgrowth of only one leg.	校对中...
HP:0100554	Hemihypertrophy of upper limb	上肢偏身肥大	Overgrowth of only one arm.	校对中...
HP:0100555	Asymmetric growth	不对称生长	A growth pattern that displays an abnormal difference between the left and the right side.	校对中...
HP:0100556	Hemiatrophy	偏侧萎缩	Undergrowth of the limbs that affects only one side.	校对中...
HP:0100557	Hemiatrophy of lower limb	下肢偏侧萎缩	Unilateral atrophy (reduction in size) of a leg.	校对中...
HP:0100558	Hemiatrophy of upper limb	上肢偏侧萎缩	Unilateral atrophy (reduction in size) of an arm.	校对中...
HP:0100559	Lower limb asymmetry	下肢不对称	A difference in length or diameter between the left and right leg.	校对中...
HP:0100560	Upper limb asymmetry	上肢不对称	Difference in length or size between the right and left arm.	校对中...
HP:0100561	Spinal cord lesion	脊髓病变		
HP:0100562	Diplomyelia	双脊髓	Duplication of the spinal cord.	校对中...
HP:0100563	Diastomatomyelia	脊髓纵裂	Coexistence of two hemicords, at variable levels, causing splaying of the posterior vertebral elements. Results in neurological deficits in lower limb or perineum.	校对中...
HP:0100564	Triplomyelia	三重脊髓	Triplication of the spinal cord - extremely rare.	校对中...
HP:0100565	Hydromyelia	脊髓积水	Dilation of central canal from incomplete fusion of the posterior columns or persistence of the primitive large canal of the embryo.	校对中...
HP:0100566	Amyelia	无脊髓畸形	Congenital absence of the spinal cord.	校对中...
HP:0100568	Neoplasm of the endocrine system	内分泌系统的肿瘤	A tumor (abnormal growth of tissue) of the endocrine system.	校对中...
HP:0100569	Abnormally ossified vertebrae	椎骨异常骨化	An abnormality of the formation and mineralization of one or more vertebrae.	校对中...
HP:0100570	Carcinoid tumor	类癌	A tumor formed from the endocrine (argentaffin) cells of the mucosal lining of a variety of organs including the stomach and intestine. These cells are from neuroectodermal origin.	校对中...
HP:0100571	Cardiac diverticulum	心脏憩室	A cardiac diverticulum is a rare congenital malformation which is either fibrous or muscular.	校对中...
HP:0100572	Fibrous cardiac diverticulum	纤维性心脏憩室	A fibrous cardiac diverticulum refers to an aneurysm and usually appears as an isolated congenital anomaly.	校对中...
HP:0100573	Muscular cardiac diverticulum	肌性心脏憩室		
HP:0100574	Biliary tract neoplasm	胆管新生物	A tumor (abnormal growth of tissue) of the biliary system.	校对中...
HP:0100575	Neoplasm of the gallbladder	胆囊新生物	The presence of a neoplasm of the gallbladder.	校对中...
HP:0100576	Amaurosis fugax	一时性黑蒙	A transient visual disturbance that is typically caused by a circulatory, ocular or neurological underlying condition.	校对中...
HP:0100577	Urinary bladder inflammation	膀胱炎	Inflammation of the urinary bladder.	校对中...
HP:0100578	Lipoatrophy	脂肪萎缩	Localized loss of fat tissue.	校对中...
HP:0100579	Mucosal telangiectasiae	粘膜毛细血管扩张	Telangiectasia of the mucosa, the mucous membranes which are involved in absorption and secretion that line cavities that are exposed to the external environment and internal organs.	校对中...
HP:0100580	Barrett esophagus	Barrett食管	An abnormal change (metaplasia) in the cells of the inferior portion of the esophagus. The normal squamous epithelium lining of the esophagus is replaced by metaplastic columnar epithelium. Columnar epithelium refers to a cell type that is typically found in more distal parts of the gastrointestinal system.	校对中...
HP:0100581	Dilatation of renal calices	肾盏扩张	An abnormal enlargement of the renal calices, the system of ducts of the kidney that collect urine.	校对中...
HP:0100582	Nasal polyposis	鼻息肉	Polypoidal masses arising mainly from the mucous membranes of the nose and paranasal sinuses. They are freely movable and nontender overgrowths of the mucosa that frequently accompany allergic rhinitis.	校对中...
HP:0100583	Corneal perforation	角膜穿孔	A rupture of the cornea through which a portion of the iris protrudes.	校对中...
HP:0100584	Endocarditis	心内膜炎	An inflammation of the endocardium, the inner layer of the heart, which usually involves the heart valves.	校对中...
HP:0100585	Telangiectasia of the skin	皮肤毛细血管扩张	Presence of small, permanently dilated blood vessels near the surface of the skin, visible as small focal red lesions.	校对中...
HP:0100586	Sterile pyuria	无菌性白细胞尿	Patients who routinely have greater than 20 leukocytes per microliter, but have abacterial urine, are said to have sterile pyuria.	校对中...
HP:0100587	Abnormal preputium morphology	包皮形态异常	An abnormality of the retractable fold of skin that covers the tip of the penis.	校对中...
HP:0100588	Paraphimosis	嵌顿包茎	The foreskin becomes trapped behind the glans penis, and cannot be pulled back to its normal flaccid position covering the glans penis.	校对中...
HP:0100589	Urogenital fistula	泌尿生殖道瘘	The presence of a fistula affecting the genitourinary system.	校对中...
HP:0100590	Rectal fistula	直肠瘘	The presence of a fistula affecting the rectum.	校对中...
HP:0100592	Peritoneal abscess	腹膜脓肿	The presence of an abscess of the peritoneum.	校对中...
HP:0100593	Calcification of cartilage	软骨钙化		
HP:0100594	Esophageal web	食管蹼	Thin (2-3mm) membranes of normal esophageal tissue consisting of mucosa and submucosa that can be congenital or acquired. Congenital webs commonly appear in the middle and inferior third of the esophagus, and they are more likely to be circumferential with a central or eccentric orifice. Acquired webs are much more common than congenital webs and typically appear in the cervical area (postcricoid). Clinical symptoms of this condition are selective (solid more than liquids) dysphagia, thoracic pain, nasopharyngeal reflux, aspiration, perforation and food impaction (the last two are very rare).	校对中...
HP:0100595	Camptocormia	驼背	An abnormal forward-flexed posture e.g. forward flexion of the spine, which is noticeable when standing or walking but disappears when lying down. It is becoming an increasingly recognized feature of Parkinson's disease and dystonic disorders.	校对中...
HP:0100596	Absent nares	无鼻孔	The nostrils (the paired channels of the nose) are not present.	校对中...
HP:0100598	Pulmonary edema	肺水肿	Fluid accumulation in the lungs.	校对中...
HP:0100599	Bifid penis	二裂阴茎	Two penile structures, separated from the tip to the base of the shaft.	校对中...
HP:0100600	Penoscrotal transposition	阴茎阴囊转位	A partial or complete positional exchange between the penis and the scrotum, with positioning of the scrotum superior to the penis.	校对中...
HP:0100601	Eclampsia	子痫	An acute and life-threatening complication of pregnancy, which is characterized by the appearance of tonic-clonic seizures, usually in a patient who had developed pre-eclampsia. Eclampsia includes seizures and coma that happen during pregnancy but are not due to preexisting or organic brain disorders.	校对中...
HP:0100603	Toxemia of pregnancy	妊娠毒血症	Pregnancy-induced toxic reactions of the mother that can be as harmless as slight Maternal hypertension or as life threatening as Eclampsia.	校对中...
HP:0100604	Neoplasm of the lip	唇部肿瘤	A tumor (abnormal growth of tissue) of the lip.	校对中...
HP:0100605	Neoplasm of the larynx	喉部肿瘤		
HP:0100606	Neoplasm of the respiratory system	呼吸系统肿瘤	A tumor (abnormal growth of tissue) of the respiratory system.	校对中...
HP:0100607	Dysmenorrhea	痛经	Pain during menstruation that interferes with daily activities.	校对中...
HP:0100608	Metrorrhagia	子宫出血	Bleeding at irregular intervals.	校对中...
HP:0100610	Maternal hyperphenylalaninemia	母体高苯丙氨酸血症	A medical history of exposure during the fetal period to hyperphenylalaninemia because the mother had phenylketonuria with inadequate control during pregnancy.	校对中...
HP:0100611	Multiple glomerular cysts	多发性肾小球囊肿	The presence of many cysts in the glomerulus of the kidney related to dilatation of the Bowman's capsule.	校对中...
HP:0100612	Odontogenic neoplasm	牙源性肿瘤	Neoplasm involving odontogenic cells, an odontogenic tumor.	校对中...
HP:0100613	Death in early adulthood	成年早期死亡	Death between the age of 16 and 40 years.	校对中...
HP:0100614	Myositis	肌炎	A general term for inflammation of the muscles without respect to the underlying cause.	校对中...
