HPO编号	名称(中文)	定义(中文)
HP:0012597	严重蛋白尿	尿液中蛋白质水平大量增加（成人每天正常值为1000-3000毫克）。
HP:0012598	尿钾浓度异常	尿液中钾离子的浓度异常。
HP:0012599	尿磷酸盐浓度异常	尿液中磷酸盐的浓度异常。
HP:0012600	尿液中氯离子浓度异常	尿液中氯离子浓度的超出正常范围。
HP:0012601	低氯化物尿	尿液中氯化物的浓度降低。
HP:0012602	肾源性氯化物丢失	尿液中氯化物浓度高，发生低氯血症。
HP:0012603	尿钠浓度异常	尿液中钠离子的浓度异常。
HP:0012604	低钠尿	尿液中纳离子浓度的降低。
HP:0012605	高钠尿症	尿液中钠离子浓度增加。
HP:0012606	肾源性钠流失	尿液中钠浓度异常增加，而有低钠血症。
HP:0012607	尿镁离子浓度异常	尿液中镁的浓度异常。
HP:0012608	高镁尿症	尿液中镁的浓度增加。
HP:0012609	低镁血症	尿液中镁的浓度降低。
HP:0012610	尿中尿酸浓度异常	尿液中尿酸盐浓度异常。
HP:0012611	尿中尿酸盐增加	尿液中尿酸盐浓度增加。
HP:0012612	尿硫酸盐浓度异常	尿液中硫酸盐浓度异常。
HP:0012613	尿硫酸盐增加	尿液中硫酸盐浓度增加。
HP:0012614	尿液细胞学异常	尿液镜检时所发现的细胞异常。
HP:0012615	管型尿	尿中存在管型（在某些疾病状态由肾脏产生的圆柱结构）。
HP:0012616	白细胞管型尿	尿液中存在白细胞管型（在某些肾脏疾病中产生的圆柱形结构）。
HP:0012617	红细胞管型尿	尿中存在红细胞管型（在某些肾脏疾病尿中所见的管形结构）。
HP:0012618	脐尿管囊肿	尿囊管部位发生囊肿。
HP:0012619	多发性膀胱憩室症	膀胱壁存在多个憩室（囊或袋）。
HP:0012620	泄殖腔畸形	发育过程中，直肠、阴道和膀胱未能成功发生分离。
HP:0012621	泄殖腔遗存	一种发育异常，阴道、膀胱和直肠融合形成公共通道。
HP:0012622	慢性肾病	肾脏功能异常持续至少三个月。
HP:0012623	慢性肾病Ⅰ期	一种慢性肾脏疾病，表现为肾小球滤过率（GFR）正常或增加（GFR至少为90毫升/分钟/ 1.73平方米）。
HP:0012624	慢性肾脏病Ⅱ期	一种慢性肾脏疾病，表现为肾小球滤过率轻度减少（GFR为 60-89毫升/分钟/ 1.73m平方米）。
HP:0012625	慢性肾脏病Ⅲ期	一种慢性肾脏疾病，表现为肾小球滤过率中度减少（GFR为 30-59毫升/分钟/ 1.73m平方米）。
HP:0012626	慢性肾脏病Ⅳ期	一种慢性肾脏疾病，表现为肾小球滤过率重度减少（GFR为 15-29毫升/分钟/ 1.73m平方米）。
HP:0012627	假性剥脱	纤维状物质在前房房水中的沉积。
HP:0012628	晶状体悬韧带异常	晶状体悬韧带的异常（FMA:58838），晶状体悬韧带也被称为睫状小带。这些韧带是连接睫状体和晶状体的纤维，保持晶状体在适当位置。
HP:0012629	晶体摇动	眼睛的晶状体的震颤（颤抖）。
HP:0012630	小梁网异常	小梁网，是前房周边部的角膜和睫状体间的网眼状结构，小梁网的工作是负责排泄房水进入Schlemm管。
HP:0012631	小梁网色素沉积	小梁网内发生的异常色素量的沉积。
HP:0012632	眼内压异常	眼内压是指眼内流体施加的单位面积的力的大小。
HP:0012633	眼压不对称	右和左眼的眼内压不同。
HP:0012634	虹膜色素播散	脱落的色素颗粒进入房水。
HP:0012635	虹膜灌注不足	减少虹膜的血流量。
HP:0012636	视网膜静脉阻塞	阻塞的视网膜静脉。
HP:0012637	肾源性钙流失	尿液钙浓度高，发生低钙血症。
HP:0012638	神经系统功能异常	在`神经系统`的功能异常（FMA:7157）。
HP:0012639	神经系统形态异常	在`神经系统`的结构异常（FMA:7157）。
HP:0012640	颅内压异常	从颅内压偏离正常颅内压范围。
HP:0012641	颅内压降低	颅骨（头盖骨）内的压力下降，并由此，脑组织和脑脊髓液的压力减少。
HP:0012642	小脑发育不全	小脑发育不成熟。
HP:0012643	黄斑色素减退	黄斑中心凹（FMA:58658）色素脱失。
HP:0012644	尾状核乳酸水平升高	尾状核乳酸的浓度升高。可通过磁共振波谱成像发现这一点。
HP:0012645	周围神经增粗	周围神经大小增加。可以沿神经轴线触诊发现。
HP:0012646	睾丸回缩	睾丸位于阴囊上部或腹股沟管下部，并且通过手法可以无阻力地将其完全复位降入阴囊内，但通过提睾反射又返回到其原来位置。
HP:0012647	异常炎性反应	任何异常的`炎性反应`（GO:0006954），指损伤或感染后引起局部血管扩张，血浆外渗进入细胞间隙，以及白血细胞和巨噬细胞积聚的反应。
HP:0012648	减低的炎症反应	损伤或感染引起的`炎症反应异常减少（GO:0006954）。
HP:0012649	增加的炎症反应	损伤或感染后`炎症反应`异常升高（GO:0006954）。
HP:0012650	外侧裂周区多小脑回	大脑外侧裂附近的皮层出现过多数量小脑回
HP:0012651	行走不稳	明显的步态共济失调，导致受累者无法行走。
HP:0012652	运动诱发的哮喘	运动后的哮喘发作。
HP:0012653	哮喘持续状态	严重的哮喘，对反复β-受体激动剂治疗，如吸入沙丁胺醇，左旋沙丁胺醇，或皮下注射肾上腺素无反应。
HP:0012654	脑脊液多巴胺水平异常	脑脊液（CSF）中多巴胺`dopamine`（18243 CHEBI）浓度异常。
HP:0012655	脑脊髓液多巴胺水平增加	脑脊液（CSF）中的`多巴胺`（18243 CHEBI）浓度增加。
HP:0012656	脑脊髓液多巴胺水平降低	脑脊液中多巴胺浓度的下降
HP:0012657	脑部正电子发射断层扫描异常	通过正电子发射断层扫描（PET）检测的脑功能性异常。 PET扫描为脑功能成像的方法，其测量结果反映在大脑的不同区域的大脑活跃程度。
HP:0012658	脑FDG正电子发射断层扫描异常	[18F]氟脱氧葡萄糖正电子发射断层（PET）脑部扫描。通过检测葡萄糖摄取反映神经代谢活性。
HP:0012659	FDG PET中前额叶代谢减少	如通过正电子发射断层扫描（PET）脑部扫描测定减少[18 F] -fluorodeoxyglucose脱氧葡萄糖（FDG）在前额皮质的摄取。
HP:0012660	FDG PET丘脑代谢减退	正电子发射断层扫描（PET）脑部扫描中丘脑[18 F]--脱氧葡萄糖（FDG）摄取减低。
HP:0012661	FDG PET下丘脑代谢减退	氟18标记脱氧葡萄糖（FDG）的正电子发射断层扫描（PET）显示下丘脑的摄取减低。
HP:0012662	FDG PET顶叶代谢减退	如通过正电子发射断层扫描（PET）脑部扫描测定减少[18 F] -fluorodeoxyglucose脱氧葡萄糖（FDG）在顶叶皮质摄取。
HP:0012663	射血分数轻度降低	每个心动周期血液从左心室泵送分数轻微的降低。正常成人范围至少55％，轻微减少在45-54％左右。
HP:0012664	射血分数降低	心室在每个心动周期内的射血体积分数的缩减。
HP:0012665	射血分数中度降低	每个心动周期从左心室泵送的血液分数中度降低。正常成人范围为至少55％，中度减少定义为30-44％左右。
HP:0012666	射血分数严重降低	在每个心动周期从左心室泵送的血液的分数大大减少。正常范围的成人为至少55％，射血分数减少被定义为不到30％。
HP:0012667	区域性左室壁运动异常	部分左心室在心动周期中的异常运动。
HP:0012668	血管迷走神经性晕厥	由于血压降低伴随的迷走神经张力和周围血管扩张增加从而导致的意识丧失。
HP:0012669	颈动脉窦性晕厥	对颈动脉窦压力感受器的过度反应，导致脑灌注暂时减少，引起晕厥。
HP:0012670	直立性晕厥	从躺着到站起，突然的体位变化引起的晕厥。
HP:0012671	意志力丧失	行为和语音输出贫乏，缺乏主动性，情绪反应减退，精神运动迟缓，和语言反应延迟。
HP:0012672	运动不能缄默症	运动不能性缄默症本质特点是在保存视觉跟踪能力的情况下完全缺乏自发的行为和言论。
HP:0012673	阴道上断未发育	阴道上段未能发育。
HP:0012674	阴道下段未发育	阴道的下部未能发育。
HP:0012675	脑内铁累积	脑组织铁（Fe）的异常聚积。
HP:0012676	大脑铜积聚	大脑（FMA:50801）内铜（Cu）的异常积聚。
HP:0012677	苍白球铁累积	苍白球（FMA:61835）的铁异常聚积。
HP:0012678	黑质铁累积	黑质（FMA:67947）的铁异常聚积。
HP:0012679	椎弓根间距扩大	椎弓根之间距离增大，椎弓根是椎体上部从两边向后的两个短而厚的突起，在后侧面联合。
HP:0012680	松果体异常	"松果体异常, 松果体是大脑中产生褪黑素的一个小的内分泌腺。"
HP:0012681	松果体形态异常	松果体结构异常
HP:0012682	松果体钙化	松果体中钙盐积累
HP:0012683	松果体囊肿	胶质的单一隔室或多个隔室的充满液体的囊肿，位于松果体内，或完全替换了松果体。
HP:0012684	松果体体积异常	松果体占据的三维空间的异常增加或减少。
HP:0012685	松果体体积减小	松果体占用的三维空间异常减少
HP:0012686	松果体体积增加	松果体所占据的三维空间出现异常增加
HP:0012687	松果体发育缺失	"松果体发育缺失，临床上定义为没有松果体, 没有迹象显示曾经有过松果体"
HP:0012688	松果体生理异常	松果体功能异常
HP:0012689	松果体褪黑素分泌异常	松果体分泌的褪黑素的数量或时机的异常。注意，褪黑素也由除松果体外的多个组织合成。
HP:0012690	T2低信号丘脑	丘脑在磁共振成像（MRI）上T2信号比预期暗。这个术语是指一个影响整个丘脑的漫低信号。
HP:0012691	脑干局灶性T2低信号病变	在MRI T2加权像上，丘脑存在的比通常更低的信号。这个术语指丘脑特定区域的局部低信号。
HP:0012692	丘脑局灶性T2高信号病变	在MRI T2加权像上，丘脑存在的比通常更亮的信号。这个术语指丘脑特定区域的局部高信号。
HP:0012693	丘脑大小异常	丘脑`thalamus`（FMA:62007）的大小的偏离正常范围内。
HP:0012694	丘脑体积增大	`丘脑` (FMA:62007)体积增大。
HP:0012695	丘脑体积减少	丘脑（FMA:62007）占据的空间体积的减少。
HP:0012696	丘脑核磁共振信号强度异常	磁共振成像（MRI）上丘脑的信号偏离正常值。
HP:0012697	小基底神经节	基底神经节体积减小（FMA:84013）。
HP:0012698	小脑胶质细胞增生	在小脑（FMA:67944）出现神经胶质细胞增生(MPATH:182)。
HP:0012699	下肢骨干异常	腿的骨干的结构异常。
HP:0012700	大肠生理功能异常	大肠功能异常。
HP:0012701	排便紧迫感	一种突然且不可抗拒的排便需求。
HP:0012702	里急后重	重复的、疼痛的、急促排便感，但无排便。
HP:0012703	蛛网膜下腔异常	蛛网膜下腔即蛛网膜下方与软脑膜上方之间的间隙，其中包含脑脊液。
HP:0012704	蛛网膜下腔增宽	蛛网膜和软脑膜之间解剖间隙扩大。
HP:0012705	通过MRS发现的脑代谢异常	通过磁共振波谱（MRS）成像确定的脑代谢的异常。
HP:0012706	MRS发现脑胆碱水平升高	通过磁共振波谱（MRS）发现脑中胆碱水平增加。
HP:0012707	MRS发现乳酸水平升高	通过磁共振波谱（MRS）发现脑中乳酸水平增加
HP:0012708	通过MRS发现N-乙酰天门冬氨酸水平降低	通过MRS发现N-乙酰天门冬氨酸水平降低
HP:0012709	磁共振脑胆碱/肌酐比值异常	从正常的胆碱的比率A偏离到肌酸在确定了磁共振波谱（MRS）的大脑。
HP:0012710	嵌甲	甲板侧缘长入附近的软组织中。
HP:0012711	脊柱骨骺骨化延迟	在形成一个或多个椎骨骨骺和成熟过程的延迟。
HP:0012712	轻度听力损失	程度轻微的（PATO: 0000394）听力损失（HP: 0000365）。
HP:0012713	中度听力损失	'中等程度的（PATO: 0000395）听力损失（HP: 0000365）的。
HP:0012714	重度耳聋	程度为“重度”(PATO:0000396)的“听力损失”(===HP:0000365===)。
HP:0012715	极重度听力损失	极重度的（基本完全丧失的）听力损失（===HP:0000365===）。
HP:0012716	中度传导性听力损失	中等程度的（PATO: 0000395）传导性听力损失（HP: 0000405）。
HP:0012717	重度传导性耳聋	程度为“重度”(PATO:0000396)的“传导性听力损失”(===HP:0000405===)。
HP:0012718	胃肠道形态异常	胃肠道的异常结构。
HP:0012719	胃肠道功能异常	胃肠道在功能上出现异常。
HP:0012720	鼻瘤	鼻腔的肿瘤。
HP:0012721	静脉畸形	由扁平内皮和参展周转慢内衬畸形通道组成的静脉组织发育错误造成的血管畸形。
HP:0012722	心脏传导阻滞	发生在沿传导通路任何地方的心搏动传导受损。
HP:0012723	窦房传导阻滞	由窦房结到心脏心房引起冲动瞬时传导故障产生的心房激动紊乱。
HP:0012724	上眼睑水肿	上眼睑区域水肿。
HP:0012725	皮肤性并指畸形	该远侧至近侧指间关节的至少一级，或两个数字之间的A /轴线P在软组织连续性延伸两个数字之间的A /轴线P在软组织连续性在于显著远端的屈曲折缝，其覆盖在相邻的位数的掌指或趾关节。
HP:0012726	阵发性低钾血症	一个异常降低`potassium`（CHEBI:29103）的浓度在血液中与返回到正常的发作之间周期性出现。
HP:0012727	胸主动脉瘤	胸主动脉壁薄弱部位向外突出。
HP:0012728	梭形胸部降主动脉瘤	一类在主动脉各方向凸起或鼓起的胸部降主动脉瘤。
HP:0012729	胸部囊状降主动脉瘤	降主动脉瘤的一种，发生于主动脉的一侧呈凸起状或球状。
HP:0012730	无舌畸形	由于发育异常造成缺乏舌头
HP:0012731	异位垂体前叶腺	垂体前叶腺的解剖位置异常。
HP:0012732	肛肠异常	肛门或直肠的异常。
HP:0012733	斑疹	只有局部颜色改变，与周围皮肤齐平，皮肤厚度和质地均未发生改变，直径一般小于1厘米。
HP:0012734	酮症性低血糖症	低血糖是伴随着在主体酮体水平升高。
HP:0012735	咳嗽	先有吸气，肺部空气经部分关闭的声门突然并出声的排出。
HP:0012736	严重的全脑发育迟缓	儿童发育过程中运动或精神的严重发育迟缓
HP:0012737	小肠息肉	通过茎、脚或较大的基底而附着于肠壁、伸出到小肠腔的离散的异常组织块。
HP:0012738	犬齿发育不全	犬齿发育不全
HP:0012739	小肠发育不全	小肠未能发育。
HP:0012740	乳头状瘤	皮肤或粘膜表面乳头状突起的肿物。
HP:0012741	单侧隐睾	由于睾丸未能通过腹股沟管下降到阴囊，造成一侧睾丸缺失。
HP:0012742	薄指甲	可垂直观察到的指甲变薄。
HP:0012743	腹部肥胖	胃和腹部周围存在过多的脂肪。
HP:0012744	股骨发育不全	股骨未能开发。
HP:0012745	短睑裂	内外侧眼角之间的距离小于平均值超过2个标准偏差（客观）;或者，睑裂的长度显得缩短。
