身高异常	HP:0000002
肉眼可见尿液外观异常	HP:0033072
尿酸盐痛风结节	HP:0033073
激素反应性贫血	HP:0033074
促甲状腺激素水平不适当正常	HP:0033075
血液游离T4水平异常	HP:0033076
血液游离T4水平增加	HP:0033077
血液游离T4水平降低	HP:0033078
甲状腺发育不全	HP:0033079
促甲状腺激素释放激素刺激试验引起的TSH异常反应	HP:0033080
促甲状腺激素释放激素刺激试验未引起TSH响应	HP:0033081
促甲状腺激素释放激素刺激试验引起的TSH降低	HP:0033082
循环法尼醇浓度升高	HP:0033083
窦卵泡量异當	HP:0033084
窦卵泡减少	HP:0033085
窦卵泡增多	HP:0033086
每日热	HP:0033087
缬氨酸尿	HP:0033088
支链氨基酸尿	HP:0033089
尿芳香族氨基酸含量增加	HP:0033090
酪氨酸尿	HP:0033091
尿琥珀酸水平升高	HP:0033092
尿中谷氨酰胺家族氨基酸水平升高	HP:0033093
尿谷氨酸水平升高	HP:0033094
尿中含硫氨基酸水平升高	HP:0033095
尿天冬氨酸家族氨基酸水平升高	HP:0033096
尿蛋白原性氨基酸衍生物水平升高	HP:0033097
尿非蛋白原性氨基酸水平升高	HP:0033098
尿丝氨酸家族氨基酸增加	HP:0033099
尿蛋白质原性氨基酸水平升高	HP:0033100
尿乌头酸水平升高	HP:0033101
扳手样股骨颈	HP:0033102
循环CHI3L1水平升高	HP:0033103
异常的不发热	HP:0033104
下丘脑间粘连	HP:0033105
循环 D-二聚体浓度增高	HP:0033106
循环蛋白原氨基酸浓度异常	HP:0033107
循环中蛋白质原氨基酸衍生物浓度异常	HP:0033108
循环中非蛋白原性氨基酸浓度异常	HP:0033109
循环α-氨基丁酸浓度升高	HP:0033110
3-羟基异戊酸尿	HP:0033111
循环载脂蛋白C-III浓度升高	HP:0033112
奔马律	HP:0033113
四心音奔马律	HP:0033114
十二指肠胃化生	HP:0033116
十二指肠炎	HP:0033117
右心室功能异常	HP:0033118
右心室收缩压升高	HP:0033119
钱币样湿疹	HP:0033120
犬吠样咳嗽	HP:0033121
P波消失	HP:0033122
循环骨调素水平升高	HP:0033123
血清山梨醇浓度升高	HP:0033124
滤泡淋巴瘤	HP:0033125
皮肤坏死	HP:0033126
肌肉骨骼系统异常	HP:0033127
爬行能力延迟	HP:0033128
肩部生理异常	HP:0033129
肾内异常回声	HP:0033130
肾髓质回声增强	HP:0033131
肾皮质回声增强	HP:0033132
肾皮质回声减弱	HP:0033133
腹腔粘连	HP:0033134
肝梗塞	HP:0033135
淋巴结脓肿	HP:0033136
肺泡系统形态异常	HP:0033137
右房血栓	HP:0033138
循环尿嘧啶浓度升高	HP:0033139
布莱克氏囊肿	HP:0033140
严重的 SARS-CoV-2 感染	HP:0033141
长鼻梁	HP:0033142
空肠炎	HP:0033143
循环铜蓝蛋白浓度异常	HP:0033144
循环铜蓝蛋白浓度升高	HP:0033145
循环甲基琥珀酸浓度升高	HP:0033146
循环短链脂肪酸浓度异常	HP:0033147
循环异戊酸浓度增加	HP:0033148
肝内胆管扩张	HP:0033149
肛门直肠脓肿	HP:0033150
咽结构异常	HP:0033151
咽生理功能异常	HP:0033152
循环十二烯基肉碱浓度升高	HP:0033153
循环脱氧吡啶浓度升高	HP:0033154
循环L -别异亮氨酸循环浓度升高	HP:0033155
尿L -别异亮氨酸水平升高	HP:0033156
循环3-甲基组氨酸浓度升高	HP:0033157
呼吸纤毛摆动频率异常	HP:0033158
尿肌苷水平降低	HP:0033159
尿鸟嘌呤核苷水平下降	HP:0033160
尿嘌呤水平异常	HP:0033161
尿嘧啶水平异常	HP:0033162
小肠肠道细菌过度生长	HP:0033163
局灶性活动性结肠炎	HP:0033164
坏死性小肠结肠炎	HP:0033165
复发性病毒性上呼吸道感染	HP:0033166
中性粒细胞性荨麻疹性皮肤病	HP:0033167
甲戊酸激酶活性降低	HP:0033168
肺活量降低	HP:0033169
皮褶厚度测量异常	HP:0033170
肱三头肌皮褶厚度异常	HP:0033171
肱三头肌皮褶厚度增加	HP:0033172
支气管肺泡灌洗液乳白色外观	HP:0033173
血性支气管肺泡灌洗液	HP:0033174
5-羟脯氨酸循环浓度升高	HP:0033175
颌下淋巴结肿大	HP:0033176
循环辛二酸浓度升高	HP:0033177
循环白细胞介素 8增加	HP:0033178
循环乌头酸浓度升高	HP:0033179
睾丸附件扭转	HP:0033180
脊髓硬膜外脓肿	HP:0033181
循环组织蛋白酶D水平升高	HP:0033182
二叶右肺	HP:0033183
感染诱发	HP:0033184
EB病毒感染诱发	HP:0033185
肺静脉错位	HP:0033186
高亚氨基二肽尿症	HP:0033187
囊肿性痤疮	HP:0033188
牙根外露	HP:0033189
多毛色素沉着斑	HP:0033190
循环硒浓度升高	HP:0033191
循环硒浓度降低	HP:0033192
气球样肝细胞变性	HP:0033193
口周红斑	HP:0033194
肛周红斑	HP:0033195
门脉区炎症	HP:0033196
肝小叶炎症	HP:0033197
病毒感染诱发	HP:0033198
循环中白细胞介素 10升高	HP:0033199
肱三头肌反射减弱	HP:0033200
肱二头肌反射减弱	HP:0033201
肱桡肌反射减退	HP:0033202
肱桡肌反射活跃	HP:0033203
肱三头肌反射活跃	HP:0033204
肱二头肌反射活跃	HP:0033205
跟腱反射活跃	HP:0033206
自身反应性无应答 CD21-/低 B 细胞比例增高	HP:0033207
肺泡毛细血管异常增生	HP:0033208
腺泡发育异常	HP:0033209
先天性肺泡发育异常	HP:0033210
总铁结合力下降	HP:0033211
总铁结合力异常	HP:0033212
尿辛二酸水平升高	HP:0033213
复发性病毒性肺炎	HP:0033214
肾小球闭塞性异常	HP:0033215
肾小球透明变性	HP:0033216
门周肾小球透明变性	HP:0033217
肾小管管极肾小球透明变性（肾小管处肾小球透明变性）	HP:0033218
远离血管和管极的肾小球透明变性	HP:0033219
2-乙基水杨酸尿	HP:0033220
CD4:CD8 比值增高	HP:0033221
CD4:CD8 比值减低	HP:0033222
肾小球壁上皮细胞形态异常	HP:0033223
肾小球壁上皮细胞增生	HP:0033224
肾小球壁上皮细胞肥大	HP:0033225
鲍曼囊透明液滴	HP:0033226
肾小球粘连	HP:0033227
肱三头肌反射消失	HP:0033228
肱桡肌反射消失	HP:0033229
肱二头肌反射消失	HP:0033230
肾小球系膜细胞异常	HP:0033231
肾小球系膜基质形态异常	HP:0033232
肾小球系膜旁沉积	HP:0033233
肾小球系膜区透明沉积	HP:0033234
下楼梯困难	HP:0033235
认知疲劳	HP:0033236
内皮细胞脱离	HP:0033237
足细胞微绒毛转化	HP:0033238
帽状内上皮细胞（内皮细胞覆盖）	HP:0033239
RV/TLC升高	HP:0033240
多肺泡叶	HP:0033241
马蹄肺	HP:0033242
肺坏疽	HP:0033243
肺间质细胞糖原聚集	HP:0033244
II型肺泡上皮细胞形态异常	HP:0033245
II型肺细胞肥大	HP:0033246
肺淀粉样变	HP:0033247
多发肺间质透明结节	HP:0033248
甲襞毛细血管曲折	HP:0033250
残气量升高	HP:0033251
掌纹过多	HP:0033252
循环干扰素γ降低	HP:0033253
肛门直肠狭窄	HP:0033254
先天性肺叶过度充气	HP:0033255
全结肠炎	HP:0033256
辅助行走能力发育延迟	HP:0033257
癫痫猝死症	HP:0033258
非运动性惊厥	HP:0033259
葡萄状青斑	HP:0033260
肾动脉瘤	HP:0033261
肱骨远端骺板骨折	HP:0033262
血小板致密颗粒缺乏	HP:0033263
血小板致密颗粒增大	HP:0033264
足细胞髓鞘样	HP:0033265
假性新月体肾小球（肾小球假性新月体）	HP:0033266
肾小球毛细血管腔形态异常	HP:0033267
肾小球毛细血管塌陷	HP:0033269
肾小球毛细血管淤血（充血）	HP:0033270
肾小球毛细血管微动脉瘤	HP:0033271
肾小球内皮细胞形态异常	HP:0033272
肾小球内皮细胞窗孔消失（肾小球内皮细胞开窗缺失）	HP:0033273
肾小球内皮增生	HP:0033274
肾小球内皮细胞管网状包涵体	HP:0033275
纤维蛋白样坏死（肾小球纤维蛋白样坏死）	HP:0033277
CD95诱导的淋巴细胞凋亡减少	HP:0033278
肠外瘘	HP:0033279
气管旁淋巴结肿大	HP:0033280
循环有核红细胞	HP:0033281
肾小球基底膜形态异常	HP:0033282
肾小球基底膜节段性增厚（节段性增厚的肾小球基底膜）	HP:0033283
肾小球基底膜弥漫性增厚（弥漫性增厚的肾小球基底膜）	HP:0033284
肾小球基底膜增厚，不伴有电子致密沉积物	HP:0033285
肾小球基底膜增厚，伴有电子致密沉积物	HP:0033286
肾小球基底膜透明	HP:0033287
肾小球基底膜刺突	HP:0033288
肾小球基底膜褶皱	HP:0033289
肾小球内皮下扩张	HP:0033290
肾小球核碎裂碎片	HP:0033291
肾小球纤维蛋白血栓	HP:0033292
肾小球玻璃样假血栓	HP:0033293
肾小球脂蛋白血栓	HP:0033294
系膜免疫复合物沉积	HP:0033295
双核内皮细胞	HP:0033296
多核内皮细胞	HP:0033297
循环补体因子H相关蛋白1浓度异常	HP:0033298
循环补体因子H相关蛋白1浓度降低	HP:0033299
循环补体因子H相关蛋白1浓度升高	HP:0033300
循环1-甲基组氨酸浓度升高	HP:0033301
循环4-羟基苯乙酸浓度升高	HP:0033302
尿单羧酸水平升高	HP:0033303
尿4-羟基苯乙酸水平升高	HP:0033304
循环胎球蛋白A浓度异常	HP:0033305
循环胎球蛋白A浓度降低	HP:0033306
循环胎球蛋白A浓度升高	HP:0033307
髌骨过度生长	HP:0033308
回盲肠肠套叠	HP:0033309
渗透性腹泻	HP:0033310
腹主动脉夹层	HP:0033311
肾小囊腔形态异常	HP:0033312
肾小囊腔胶原化	HP:0033313
内皮细胞增生	HP:0033314
内皮透明滴	HP:0033315
肾小球新月体形成	HP:0033316
细胞性新月体	HP:0033317
细胞纤维性新月体	HP:0033318
纤维性新月体	HP:0033319
系膜细胞缺失	HP:0033320
肾小球退行性病变	HP:0033321
肾小球毛细血管壁重复，无细胞介入	HP:0033322
肾小球毛细血管壁重复，伴有细胞介入	HP:0033323
循环高香草酸浓度升高	HP:0033324
循环癸二酸浓度升高	HP:0033325
循环羟基苯乳酸浓度升高	HP:0033326
银屑病甲	HP:0033327
II型肺泡上皮细胞增生	HP:0033328
姿势反射异常	HP:0033329
颈部扶正反射受损	HP:0033330
急性期反应	HP:0033331
循环淀粉样蛋白A升高	HP:0033332
下颌挛缩	HP:0033333
胚胎发育异常	HP:0033334
植入前胚胎发育异常	HP:0033335
合子分裂失败	HP:0033336
配子发育异常	HP:0033337
女性减数分裂异常	HP:0033338
循环肌苷浓度增加	HP:0033339
循环鸟苷浓度增加	HP:0033340
循环谷固醇浓度增加	HP:0033341
抗水通道蛋白 4 抗体阳性	HP:0033342
黏液状腹泻	HP:0033343
胸膜鹅卵石样改变	HP:0033344
神经抽搐（尤指头部或面部）	HP:0033345
精神癫痫先兆	HP:0033346
认知性癫痫先兆	HP:0033347
癫痫先兆	HP:0033348
成簇癫痫发作	HP:0033349
用力肺活量升高	HP:0033350
念珠菌性食管炎	HP:0033351
肺动脉高压危象	HP:0033352
血管形态异常	HP:0033353
尿代谢物水平异常	HP:0033354
尿脱氧吡啶啉水平升高	HP:0033355
循环o-磷酸丝氨酸浓度升高	HP:0033356
转头受限	HP:0033357
尿渗透压异常	HP:0033358
高比重尿	HP:0033359
转移注意力的能力受损	HP:0033360
鼻溃疡	HP:0033361
反复咳嗽痉挛	HP:0033362
透明膜	HP:0033363
类脂性肺炎	HP:0033364
内源性类脂性肺炎	HP:0033365
外源性类脂性肺炎	HP:0033366
直立低氧血症	HP:0033367
斜卧呼吸	HP:0033368
空洞性脑白质营养不良	HP:0033369
支气管毛细血管扩张	HP:0033370
支气管中心肉芽肿病	HP:0033371
异常KCO	HP:0033372
KCO升高	HP:0033373
KCO降低	HP:0033374
矽肺病	HP:0033375
肺泡间隔增厚	HP:0033376
气道神经内分泌细胞增多	HP:0033377
气道神经上皮小体增多	HP:0033378
双侧上腔静脉	HP:0033379
鼻软骨炎	HP:0033380
循环硬脂酰肉碱浓度升高	HP:0033381
循环棕榈酰肉碱浓度升高	HP:0033382
复合肌肉动作电位波幅降低	HP:0033383
尿胶原蛋白降解产物升高	HP:0033384
尿中吡啶啉水平升高	HP:0033385
循环胶原降解产物浓度异常	HP:0033386
循环吡啶啉浓度升高	HP:0033387
支气管动脉形态异常	HP:0033388
支气管动脉与肺动脉吻合	HP:0033389
支气管动脉扩张	HP:0033390
支气管动脉肥大	HP:0033391
毛细血管前肺动脉周围炎症	HP:0033392
精子尾部畸形（不规则形状的精子尾）	HP:0033393
抗碳酸酐酶II抗体阳性	HP:0033394
抗乳铁蛋白抗体阳性	HP:0033395
肾小球毛细血管外纤维蛋白	HP:0033396
肾小囊腔蛋白质碎片	HP:0033397
胸模斑	HP:0033398
持续性发热	HP:0033399
急性腹痛	HP:0033400
组织缺血	HP:0033401
指端缺血	HP:0033402
睾丸缺血	HP:0033403
肠缺血	HP:0033404
循环有机氨基化合物浓度异常	HP:0033405
循环中o-磷酸乙醇胺浓度升高	HP:0033406
尿乙酰乙酸水平升高	HP:0033407
循环乙酰乙酸水平升高	HP:0033408
尿2-羟基丁酸升高	HP:0033409
循环软骨寡聚体基质蛋白浓度升高	HP:0033410
下肢运动不能	HP:0033411
上肢运动不能	HP:0033412
上肢运动减低	HP:0033413
下肢运动减低	HP:0033414
心脏压塞	HP:0033415
髋内收肌无力	HP:0033416
循环羟基丁酸浓度升高	HP:0033417
循环2-羟基丁酸浓度升高	HP:0033418
循环3-羟基丁酸浓度升高	HP:0033419
肺动脉丛状病变	HP:0033420
肺动脉内膜增厚	HP:0033421
肺动脉外膜纤维化	HP:0033422
对NO刺激急性反应阳性的肺动脉高压	HP:0033423
对NO刺激缺乏急性反应的肺动脉高压	HP:0033424
甲周红斑	HP:0033425
肺空气栓塞	HP:0033426
肺毛细血管扩张	HP:0033427
全身性自身炎症	HP:0033428
神经炎症	HP:0033429
非感染性脑膜炎	HP:0033430
巨细胞病毒性结肠炎	HP:0033431
机会性病毒感染	HP:0033432
回盲肠溃疡	HP:0033433
鼻中隔穿孔	HP:0033434
循环酮酸浓度异常	HP:0033435
循环3-甲基-2-氧化戊酸浓度升高	HP:0033436
循环4-甲基-2-氧戊酸浓度升高	HP:0033437
循环肌红蛋白浓度升高	HP:0033438
循环癸烯酰肉碱浓度升高	HP:0033439
循环中辛烯酰肉碱浓度升高	HP:0033440
循环己酰肉碱浓度升高	HP:0033441
循环戊二酰肉碱浓度升高	HP:0033442
循环丙基肉碱浓度升高	HP:0033443
循环十二碳酰肉碱浓度升高	HP:0033444
循环酰基肉碱浓度降低	HP:0033445
循环中丁酰肉碱浓度升高	HP:0033446
循环中异戊酰肉碱浓度升高	HP:0033447
上臂肌围增加	HP:0033448
上臂肌围降低	HP:0033449
循环前白蛋白浓度异常	HP:0033450
循环前白蛋白浓度升高	HP:0033451
循环前白蛋白浓度降低	HP:0033452
伸颈受限	HP:0033453
管饲	HP:0033454
尿二羧酸水平升高	HP:0033455
尿酮酸水平升高	HP:0033456
尿3-甲基-2-氧戊酸水平升高	HP:0033457
尿4-甲基-2-氧戊酸水平升高	HP:0033458
循环载脂蛋白浓度降低	HP:0033459
循环载脂蛋白升高	HP:0033460
循环3-羟基亚麻烯酰肉碱浓度升高	HP:0033461
循环油酸肉碱浓度升高	HP:0033462
循环3-羟棕榈烯酰肉碱浓度升高	HP:0033464
循环十四烷肉碱浓度升高	HP:0033465
抓握无力	HP:0033466
10分钟APGAR评分低	HP:0033467
10分钟APGAR评分0分	HP:0033468
10分钟APGAR评分1分	HP:0033469
10分钟APGAR评分2分	HP:0033470
10分钟APGAR评分3分	HP:0033471
10分钟APGAR评分4分	HP:0033472
10分钟APGAR评分5分	HP:0033473
10分钟APGAR评分6分	HP:0033474
肩外展受限	HP:0033475
可提取性核抗原阳性	HP:0033476
循环脂蛋白脂肪酶浓度异常	HP:0033477
循环脂蛋白脂肪酶浓度升高	HP:0033478
循环胆红素浓度异常	HP:0033479
低胆红素血症	HP:0033480
颈侧屈受限	HP:0033481
肩关节屈曲受限	HP:0033482
足细胞内折	HP:0033483
循环中亚烯酰肉碱浓度升高	HP:0033484
肾小球基底膜破裂	HP:0033485
肾小球基底膜结构异常	HP:0033486
肾小球基底膜粉状沉积	HP:0033487
肾小球毛细血管内白细胞过多	HP:0033488
肾小球毛细血管内中性粒细胞过多	HP:0033489
肾小球毛细血管内泡沫细胞过多	HP:0033490
全系膜硬化	HP:0033491
足细胞细胞骨架凝聚（足细胞骨架凝聚）	HP:0033492
系膜基质扩张	HP:0033493
肾小球基底膜淀粉样骨针	HP:0033494
节段性肾小球硬化症	HP:0033495
节段性肾小球硬化症(门部型）	HP:0033496
节段性肾小球硬化症(尖端变体型）	HP:0033497
远离血管和肾小管极的节段性肾小球硬化	HP:0033498
肾小球基底膜电子致密物沉积	HP:0033499
内皮下肾小球基底膜电子致密物沉积	HP:0033500
肾小球基底膜（上）皮下电子致密物沉积	HP:0033501
酯化肉碱与游离肉碱比率异常	HP:0033502
脑脊液中富马酸盐浓度增加	HP:0033503
循环延胡索酸浓度升高	HP:0033504
网状青斑	HP:0033505
酯化肉碱与游离肉碱的比例增加	HP:0033506
酯化肉碱与游离肉碱的比例降低	HP:0033507
EB病毒脑膜炎	HP:0033508
EB病毒脑炎	HP:0033509
皮角	HP:0033510
吸毒成瘾	HP:0033511
兴奋剂成瘾	HP:0033512
可卡因成瘾	HP:0033513
苯丙胺成瘾	HP:0033514
阿片类药物成瘾	HP:0033515
苯二氮卓成瘾	HP:0033516
海洛因成瘾	HP:0033517
哌醋甲酯成瘾	HP:0033518
甲基苯丙胺成瘾	HP:0033519
反常栓塞	HP:0033520
鼻干	HP:0033521
脑海绵状血管瘤	HP:0033522
精子主段形态异常	HP:0033523
精子轴丝形态异常	HP:0033524
精子轴丝中心对复合体缺失	HP:0033525
踝关节背屈受限	HP:0033526
促性腺激素刺激的睾酮与雄烯二酮比率降低	HP:0033527
心输出量异常	HP:0033528
心脏指数异常	HP:0033529
心脏指数升高	HP:0033530
心脏指数下降	HP:0033531
心输出量减少	HP:0033532
心输出量增加	HP:0033533
循环脑利钠肽浓度升高	HP:0033534
血小板致密颗粒减少	HP:0033535
